8170000,長崎県,対馬市,,
8170001,長崎県,対馬市,,厳原町小浦
8170002,長崎県,対馬市,,厳原町曲
8170003,長崎県,対馬市,,厳原町南室
8170005,長崎県,対馬市,,厳原町桟原
8170006,長崎県,対馬市,,厳原町北里
8170011,長崎県,対馬市,,厳原町宮谷
8170012,長崎県,対馬市,,厳原町日吉
8170013,長崎県,対馬市,,厳原町中村
8170014,長崎県,対馬市,,厳原町天道茂
8170015,長崎県,対馬市,,厳原町西里
8170016,長崎県,対馬市,,厳原町東里
8170021,長崎県,対馬市,,厳原町今屋敷
8170022,長崎県,対馬市,,厳原町国分
8170023,長崎県,対馬市,,厳原町田渕
8170024,長崎県,対馬市,,厳原町大手橋
8170031,長崎県,対馬市,,厳原町久田道
8170032,長崎県,対馬市,,厳原町久田
8170033,長崎県,対馬市,,厳原町尾浦
8170034,長崎県,対馬市,,厳原町安神
8170035,長崎県,対馬市,,厳原町久和
8170151,長崎県,対馬市,,厳原町与良内院
8170152,長崎県,対馬市,,厳原町豆酘内院
8170153,長崎県,対馬市,,厳原町浅藻
8170154,長崎県,対馬市,,厳原町豆酘
8170155,長崎県,対馬市,,厳原町豆酘瀬
8170156,長崎県,対馬市,,厳原町佐須瀬
8170157,長崎県,対馬市,,厳原町内山
8170241,長崎県,対馬市,,厳原町阿連
8170242,長崎県,対馬市,,厳原町下原
8170243,長崎県,対馬市,,厳原町樫根
8170244,長崎県,対馬市,,厳原町久根浜
8170245,長崎県,対馬市,,厳原町久根田舎
8170246,長崎県,対馬市,,厳原町上槻
8170247,長崎県,対馬市,,厳原町椎根
8170248,長崎県,対馬市,,厳原町小茂田
8170321,長崎県,対馬市,,美津島町洲藻
8170322,長崎県,対馬市,,美津島町鶏知
8170323,長崎県,対馬市,,美津島町大船越
8170324,長崎県,対馬市,,美津島町久須保
8170325,長崎県,対馬市,,美津島町緒方
8170326,長崎県,対馬市,,美津島町根緒
8170431,長崎県,対馬市,,美津島町尾崎
8170432,長崎県,対馬市,,美津島町今里
8170433,長崎県,対馬市,,美津島町加志
8170434,長崎県,対馬市,,美津島町吹崎
8170435,長崎県,対馬市,,美津島町箕形
8170511,長崎県,対馬市,,美津島町竹敷
8170512,長崎県,対馬市,,美津島町黒瀬
8170513,長崎県,対馬市,,美津島町昼ケ浦
8170514,長崎県,対馬市,,美津島町島山
8171101,長崎県,対馬市,,美津島町小船越
8171102,長崎県,対馬市,,美津島町芦浦
8171103,長崎県,対馬市,,美津島町賀谷
8171104,長崎県,対馬市,,美津島町濃部
8171105,長崎県,対馬市,,美津島町大山
8171106,長崎県,対馬市,,美津島町犬吠
8171107,長崎県,対馬市,,美津島町鴨居瀬
8171201,長崎県,対馬市,,豊玉町仁位
8171202,長崎県,対馬市,,豊玉町和板
8171212,長崎県,対馬市,,豊玉町曽
8171213,長崎県,対馬市,,豊玉町千尋藻
8171214,長崎県,対馬市,,豊玉町鑓川
8171223,長崎県,対馬市,,豊玉町横浦
8171231,長崎県,対馬市,,豊玉町糸瀬
8171232,長崎県,対馬市,,豊玉町嵯峨
8171233,長崎県,対馬市,,豊玉町貝鮒
8171234,長崎県,対馬市,,豊玉町佐志賀
8171241,長崎県,対馬市,,豊玉町貝口
8171245,長崎県,対馬市,,豊玉町唐洲
8171246,長崎県,対馬市,,豊玉町廻
8171251,長崎県,対馬市,,豊玉町田
8171252,長崎県,対馬市,,豊玉町大綱
8171253,長崎県,対馬市,,豊玉町卯麦
8171254,長崎県,対馬市,,豊玉町佐保
8171255,長崎県,対馬市,,豊玉町志多浦
8171256,長崎県,対馬市,,豊玉町小綱
8171257,長崎県,対馬市,,豊玉町銘
8171292,長崎県,対馬市,,豊玉町仁位380
8171301,長崎県,対馬市,,峰町三根
8171302,長崎県,対馬市,,峰町狩尾
8171303,長崎県,対馬市,,峰町木坂
8171304,長崎県,対馬市,,峰町青海
8171305,長崎県,対馬市,,峰町津柳
8171306,長崎県,対馬市,,峰町吉田
8171307,長崎県,対馬市,,峰町賀佐
8171411,長崎県,対馬市,,峰町櫛
8171412,長崎県,対馬市,,峰町佐賀
8171413,長崎県,対馬市,,峰町志多賀
8171511,長崎県,対馬市,,上県町鹿見
8171512,長崎県,対馬市,,上県町久原
8171513,長崎県,対馬市,,上県町女連
8171521,長崎県,対馬市,,上県町飼所
8171522,長崎県,対馬市,,上県町樫滝
8171523,長崎県,対馬市,,上県町瀬田
8171524,長崎県,対馬市,,上県町犬ケ浦
8171525,長崎県,対馬市,,上県町御園
8171531,長崎県,対馬市,,上県町越高
8171532,長崎県,対馬市,,上県町伊奈
8171533,長崎県,対馬市,,上県町志多留
8171601,長崎県,対馬市,,上県町西津屋
8171602,長崎県,対馬市,,上県町佐須奈
8171603,長崎県,対馬市,,上県町佐護
8171692,長崎県,対馬市,,上県町佐須奈甲567-3
8171701,長崎県,対馬市,,上対馬町比田勝
8171702,長崎県,対馬市,,上対馬町古里
8171703,長崎県,対馬市,,上対馬町西泊
8171704,長崎県,対馬市,,上対馬町網代
8171711,長崎県,対馬市,,上対馬町冨浦
8171712,長崎県,対馬市,,上対馬町唐舟志
8171713,長崎県,対馬市,,上対馬町浜久須
8171714,長崎県,対馬市,,上対馬町玖須
8171715,長崎県,対馬市,,上対馬町大増
8171721,長崎県,対馬市,,上対馬町河内
8171722,長崎県,対馬市,,上対馬町大浦
8171723,長崎県,対馬市,,上対馬町鰐浦
8171724,長崎県,対馬市,,上対馬町豊
8171725,長崎県,対馬市,,上対馬町泉
8171797,長崎県,対馬市,,上対馬町鰐浦1217
8172241,長崎県,対馬市,,上対馬町小鹿
8172242,長崎県,対馬市,,上対馬町一重
8172243,長崎県,対馬市,,上対馬町芦見
8172331,長崎県,対馬市,,上対馬町琴
8172332,長崎県,対馬市,,上対馬町五根緒
8172333,長崎県,対馬市,,上対馬町舟志
8178510,長崎県,対馬市,,厳原町国分1441
8178517,長崎県,対馬市,,厳原町東里303-1
8178520,長崎県,対馬市,,厳原町宮谷224
