3980000,長野県,大町市,,
3980001,長野県,大町市,,平
3980002,長野県,大町市,,大町
3980003,長野県,大町市,,社
3980004,長野県,大町市,,常盤
3988501,長野県,大町市,,大字大町3190-16
3988601,長野県,大町市,,大町3887
3988602,長野県,大町市,,大町1058-2
3988686,長野県,大町市,,大町3052
