4380000,静岡県,磐田市,,
4380001,静岡県,磐田市,,藤上原
4380002,静岡県,磐田市,,大久保
4380003,静岡県,磐田市,,匂坂新
4380004,静岡県,磐田市,,匂坂中
4380005,静岡県,磐田市,,匂坂上
4380006,静岡県,磐田市,,寺谷
4380007,静岡県,磐田市,,寺谷新田
4380008,静岡県,磐田市,,平松掛下入作
4380011,静岡県,磐田市,,笠梅
4380012,静岡県,磐田市,,向笠新屋
4380013,静岡県,磐田市,,向笠竹之内
4380014,静岡県,磐田市,,向笠西
4380015,静岡県,磐田市,,篠原
4380016,静岡県,磐田市,,岩井
4380017,静岡県,磐田市,,安久路
4380018,静岡県,磐田市,,三ケ野台
4380019,静岡県,磐田市,,明ケ島原
4380021,静岡県,磐田市,,玉越
4380022,静岡県,磐田市,,西島
4380023,静岡県,磐田市,,彦島
4380024,静岡県,磐田市,,明ケ島
4380025,静岡県,磐田市,,新貝
4380026,静岡県,磐田市,,西貝塚
4380027,静岡県,磐田市,,三ケ野
4380028,静岡県,磐田市,,東山
4380031,静岡県,磐田市,,稗原
4380032,静岡県,磐田市,,東脇
4380033,静岡県,磐田市,,新出
4380034,静岡県,磐田市,,和口
4380035,静岡県,磐田市,,東新屋
4380036,静岡県,磐田市,,大立野
4380037,静岡県,磐田市,,東貝塚
4380038,静岡県,磐田市,,鎌田
4380039,静岡県,磐田市,,東新町
4380041,静岡県,磐田市,,西之島
4380042,静岡県,磐田市,,上南田
4380043,静岡県,磐田市,,大原
4380044,静岡県,磐田市,,大泉町
4380045,静岡県,磐田市,,上岡田
4380046,静岡県,磐田市,,下岡田
4380047,静岡県,磐田市,,豊島
4380051,静岡県,磐田市,,上大之郷
4380052,静岡県,磐田市,,下大之郷
4380053,静岡県,磐田市,,中野
4380054,静岡県,磐田市,,浜部
4380055,静岡県,磐田市,,鮫島
4380056,静岡県,磐田市,,小島
4380057,静岡県,磐田市,,千手堂
4380058,静岡県,磐田市,,万正寺
4380061,静岡県,磐田市,,刑部島
4380062,静岡県,磐田市,,新島
4380063,静岡県,磐田市,,真光寺
4380064,静岡県,磐田市,,北島
4380065,静岡県,磐田市,,野箱
4380066,静岡県,磐田市,,白拍子
4380067,静岡県,磐田市,,草崎
4380068,静岡県,磐田市,,前野
4380069,静岡県,磐田市,,長須賀
4380071,静岡県,磐田市,,今之浦
4380072,静岡県,磐田市,,鳥之瀬
4380073,静岡県,磐田市,,二之宮東
4380074,静岡県,磐田市,,二之宮
4380075,静岡県,磐田市,,天龍
4380077,静岡県,磐田市,,国府台
4380078,静岡県,磐田市,,旭ケ丘
4380081,静岡県,磐田市,,緑ケ丘
4380082,静岡県,磐田市,,元天神町
4380083,静岡県,磐田市,,富士見町
4380084,静岡県,磐田市,,城之崎
4380085,静岡県,磐田市,,水堀
4380086,静岡県,磐田市,,一番町
4380088,静岡県,磐田市,,富士見台
4380101,静岡県,磐田市,,万瀬
4380102,静岡県,磐田市,,虫生
4380103,静岡県,磐田市,,大平
4380104,静岡県,磐田市,,岩室
4380105,静岡県,磐田市,,家田
4380106,静岡県,磐田市,,敷地
4380107,静岡県,磐田市,,大当所
4380108,静岡県,磐田市,,社山
4380111,静岡県,磐田市,,上野部
4380112,静岡県,磐田市,,下野部
4380113,静岡県,磐田市,,新開
4380114,静岡県,磐田市,,合代島
4380115,静岡県,磐田市,,上神増
4380116,静岡県,磐田市,,壱貫地
4380121,静岡県,磐田市,,神増
4380122,静岡県,磐田市,,惣兵衛下新田
